Source,srcPort,Destination,destPort,firstSize,secondSize,threeSize,flowSize
190.84.172.89,1657,190.84.6.9,80,78,78,800,1327
190.84.172.89,1658,190.84.6.7,80,78,78,800,1333
190.84.172.89,1659,190.84.6.9,80,78,78,800,1335
190.84.172.89,1660,190.84.6.9,80,78,78,800,1652
190.84.172.89,1661,190.84.6.7,80,78,78,800,1803
190.84.172.89,1662,190.84.6.9,80,78,78,800,1810
190.84.172.89,1663,222.133.9.177,80,78,78,760,22639
190.84.172.89,1664,222.184.38.61,80,78,78,800,1344
190.84.172.89,1665,206.46.139.54,80,78,78,788,2040
190.84.172.89,1666,222.184.38.130,80,78,78,800,1285
190.84.172.89,1667,206.46.139.54,80,78,78,788,2081
190.84.172.89,1668,190.84.6.9,80,78,78,800,1355
190.84.172.89,1669,190.84.6.9,80,78,78,800,1268
190.84.172.89,1670,222.184.38.130,80,78,78,800,1311
190.84.172.89,1671,206.46.139.25,80,78,78,788,1251
190.84.172.89,1672,222.133.9.177,80,78,78,760,7305
190.84.172.89,1673,222.184.38.110,80,78,78,800,1231
190.84.172.89,1674,206.46.139.54,80,78,78,788,1178
190.84.172.89,1675,222.133.9.177,80,78,78,760,1692
190.84.172.89,1676,222.184.38.153,80,78,78,800,1268
190.84.172.89,1677,206.46.139.25,80,78,78,788,2051
190.84.172.89,1678,207.156.213.24,80,78,78,366,678
190.84.172.89,1679,207.156.213.24,80,78,78,402,714
190.84.172.89,1680,207.156.213.24,80,78,78,422,3858
190.84.172.89,1681,207.156.198.209,80,78,78,671,9523
190.84.172.89,1682,207.156.198.209,80,78,78,680,5460
190.84.172.89,1683,207.156.198.209,80,78,78,670,7086
190.84.172.89,1684,207.156.198.209,80,78,78,680,8473
190.84.172.89,1685,207.156.198.209,80,78,78,666,5361
190.84.172.89,1686,222.192.232.240,80,78,78,599,1145
190.84.172.89,1687,222.192.232.240,80,78,78,599,1145
190.84.172.89,1688,207.156.213.24,80,78,78,596,2363
190.84.172.89,1689,207.156.198.209,80,78,78,611,1079
190.84.172.89,1690,207.156.198.209,80,78,78,616,6426
190.84.172.89,1691,222.192.232.240,80,78,78,593,1061
190.84.172.89,1692,222.192.232.240,80,78,78,593,1061
190.84.172.89,1693,207.156.213.24,80,78,78,531,4431
190.84.172.89,1694,207.156.198.209,80,78,78,690,4715
190.84.172.89,1695,207.156.198.209,80,78,78,627,4586
190.84.172.89,1696,222.192.232.240,80,78,78,625,1171
190.84.172.89,1697,222.192.232.240,80,78,78,625,1171
190.84.172.89,1698,207.156.198.209,80,78,78,638,1702
190.84.172.89,1699,207.156.198.209,80,78,78,674,1681
190.84.172.89,1701,222.133.9.177,80,78,78,760,5696
190.84.172.89,1702,190.84.6.9,80,78,78,730,1120
190.84.172.89,1703,190.84.6.7,80,78,78,730,1120
190.84.172.89,1704,190.84.6.7,80,78,78,736,1126
190.84.172.89,1705,190.84.6.9,80,78,78,735,1125
190.84.172.89,1706,190.84.6.7,80,78,78,735,1125
190.84.172.89,1707,190.84.6.9,80,78,78,725,1115
190.84.172.89,1708,190.84.6.7,80,78,78,730,1120
190.84.172.89,1709,190.84.6.7,80,78,78,726,1116
190.84.172.89,1710,190.84.6.9,80,78,78,726,1116
190.84.172.89,1711,190.84.6.9,80,78,78,731,1121
190.84.172.89,1712,190.84.6.7,80,78,78,732,1122
190.84.172.89,1713,190.84.6.9,80,78,78,723,1113
190.84.172.89,1714,190.84.6.9,80,78,78,723,1113
190.84.172.89,1715,190.84.6.7,80,78,78,730,1120
190.84.172.89,1716,222.133.9.177,443,78,78,193,2309
190.84.172.89,1717,222.133.9.177,443,78,78,193,3071
190.84.172.89,1718,222.133.9.177,443,78,78,193,2468
190.84.172.89,1719,222.133.9.177,443,78,78,193,2553
190.84.172.89,1720,222.133.9.177,443,78,78,193,2233
190.84.172.89,1721,222.133.9.177,443,78,78,193,2322
190.84.172.89,1722,222.133.9.177,443,78,78,193,2311
190.84.172.89,1723,222.133.9.177,443,78,78,193,2315
190.84.172.89,1724,222.133.9.177,443,78,78,193,2315
190.84.172.89,1725,222.133.9.177,443,78,78,193,2234
190.84.172.89,1726,222.133.9.177,443,78,78,193,2234
190.84.172.89,1727,222.133.9.177,443,78,78,193,2081
190.84.172.89,1728,222.133.9.177,443,78,78,193,2744
190.84.172.89,1729,222.133.9.177,443,78,78,193,3813
190.84.172.89,1730,222.133.9.177,443,78,78,193,2353
190.84.172.89,1731,222.133.9.177,443,78,78,193,2275
190.84.172.89,1732,222.133.9.177,443,78,78,193,2357
190.84.172.89,1733,222.133.9.177,443,78,78,193,2280
190.84.172.89,1734,222.133.9.177,443,78,78,193,2280
190.84.172.89,1735,222.133.9.177,443,78,78,193,2270
190.84.172.89,1736,222.133.9.177,443,78,78,193,2272
190.84.172.89,1737,222.133.9.177,443,78,78,193,2275
190.84.172.89,1738,222.133.9.177,443,78,78,193,2354
190.84.172.89,1739,222.133.9.177,443,78,78,193,2352
190.84.172.89,1740,222.133.9.177,443,78,78,193,2428
190.84.172.89,1741,222.133.9.177,443,78,78,193,2274
190.84.172.89,1742,222.133.9.177,443,78,78,193,2276
190.84.172.89,1743,222.133.9.177,443,78,78,193,2272
190.84.172.89,1744,222.133.9.177,443,78,78,193,2737
190.84.172.89,1745,222.133.9.177,443,78,78,193,3658
190.84.172.89,1746,222.133.9.177,443,78,78,193,2278
190.84.172.89,1747,222.133.9.177,443,78,78,193,2277
190.84.172.89,1748,222.133.9.177,443,78,78,193,2275
190.84.172.89,1749,222.133.9.177,443,78,78,193,2432
190.84.172.89,1750,222.133.9.177,443,78,78,193,2278
190.84.172.89,1751,222.133.9.177,443,78,78,193,2274
190.84.172.89,1752,222.133.9.177,443,78,78,193,2428
190.84.172.89,1753,222.133.9.177,443,78,78,193,2273
190.84.172.89,1754,222.133.9.177,443,78,78,193,2270
190.84.172.89,1755,222.133.9.177,443,78,78,193,2826
190.84.172.89,1756,222.133.9.177,443,78,78,193,3657
190.84.172.89,1757,222.133.9.177,443,78,78,193,2277
190.84.172.89,1758,222.133.9.177,443,78,78,193,2277
190.84.172.89,1759,222.133.9.177,443,78,78,193,2349
190.84.172.89,1760,222.133.9.177,443,78,78,193,2271
190.84.172.89,1761,222.133.9.177,443,78,78,193,2269
190.84.172.89,1762,222.133.9.177,443,78,78,193,2271
190.84.172.89,1763,222.133.9.177,443,78,78,193,2277
190.84.172.89,1764,222.133.9.177,443,78,78,193,2271
190.84.172.89,1765,222.133.9.177,443,78,78,193,2276
190.84.172.89,1766,222.133.9.177,443,78,78,193,4046
190.84.172.89,1767,222.133.9.177,443,78,78,193,4215
190.84.172.89,1768,222.133.9.177,443,78,78,193,2290
190.84.172.89,1769,222.133.9.177,443,78,78,193,4329
190.84.172.89,1770,222.133.9.177,443,78,78,193,2358
190.84.172.89,1771,222.133.9.177,443,78,78,193,2358
190.84.172.89,1772,222.133.9.177,443,78,78,193,2358
190.84.172.89,1773,222.133.9.177,443,78,78,193,2284
190.84.172.89,1774,222.133.9.177,443,78,78,193,2282
190.84.172.89,1775,222.133.9.177,443,78,78,193,2277
190.84.172.89,1776,222.133.9.177,443,78,78,193,2278
190.84.172.89,1777,222.133.9.177,443,78,78,193,2273
190.84.172.89,1778,222.133.9.177,443,78,78,193,2279
190.84.172.89,1779,222.133.9.177,443,78,78,193,2277
190.84.172.89,1780,222.133.9.177,443,78,78,193,2283
190.84.172.89,1781,222.133.9.177,443,78,78,193,2287
190.84.172.89,1782,222.133.9.177,443,78,78,193,2280
190.84.172.89,1783,222.133.9.177,443,78,78,193,2278
190.84.172.89,1784,222.133.9.177,443,78,78,193,2284
190.84.172.89,1785,222.133.9.177,443,78,78,193,2279
190.84.172.89,1786,222.133.9.177,443,78,78,193,2277
190.84.172.89,1787,222.133.9.177,443,78,78,193,2283
190.84.172.89,1788,222.133.9.177,443,78,78,193,2280
190.84.172.89,1789,222.133.9.177,443,78,78,193,2279
190.84.172.89,1790,222.133.9.177,443,78,78,193,2278
190.84.172.89,1791,222.133.9.177,443,78,78,193,2352
190.84.172.89,1792,222.133.9.177,443,78,78,193,2349
190.84.172.89,1793,222.133.9.177,443,78,78,193,2349
190.84.172.89,1794,222.133.9.177,443,78,78,193,2345
190.84.172.89,1795,222.133.9.177,443,78,78,193,2345
190.84.172.89,1796,222.133.9.177,443,78,78,193,2264
190.84.172.89,1797,222.133.9.177,443,78,78,193,2270
190.84.172.89,1798,222.133.9.177,443,78,78,193,2347
190.84.172.89,1799,222.133.9.177,443,78,78,193,2342
190.84.172.89,1800,222.133.9.177,443,78,78,193,2349
190.84.172.89,1801,222.133.9.177,443,78,78,193,3063
190.84.172.89,1802,222.133.9.177,80,78,78,760,4562
190.84.172.89,1803,222.133.9.177,80,78,78,760,1813
190.84.172.89,1804,222.184.38.153,80,78,78,800,1284
190.84.172.89,1805,206.46.139.25,80,78,78,788,1229
190.84.172.89,1806,190.84.6.7,80,78,78,800,1372
190.84.172.89,1807,190.84.6.7,80,78,78,800,1373
190.84.172.89,1808,190.84.6.9,80,78,78,800,1358
190.84.172.89,1809,190.84.6.7,80,78,78,800,1354
190.84.172.89,1810,190.84.6.9,80,78,78,800,1360
190.84.172.89,1811,190.84.6.9,80,78,78,800,1366
190.84.172.89,1812,190.84.6.7,80,78,78,800,1360
190.84.172.89,1813,190.84.6.7,80,78,78,800,1351
190.84.172.89,1814,190.84.6.7,80,78,78,800,1363
190.84.172.89,1815,190.84.6.7,80,78,78,800,1371
190.84.172.89,1816,190.84.6.7,80,78,78,800,1359
190.84.172.89,1817,190.84.6.9,80,78,78,800,1366
190.84.172.89,1818,190.84.6.9,80,78,78,800,1378
190.84.172.89,1819,190.84.6.9,80,78,78,800,1358
190.84.172.89,1820,222.133.9.177,80,78,78,760,3734
190.84.172.89,1821,222.133.9.244,80,78,78,760,1707
190.84.172.89,1822,190.84.6.7,80,78,78,734,1124
190.84.172.89,1823,190.84.6.7,80,78,78,733,1123
190.84.172.89,1824,190.84.6.9,80,78,78,733,1123
190.84.172.89,1825,190.84.6.9,80,78,78,800,1279
190.84.172.89,1826,190.84.6.9,80,78,78,800,1274
190.84.172.89,1827,190.84.6.7,80,78,78,800,1274
190.84.172.89,1828,190.84.6.7,80,78,78,800,1281
190.84.172.89,1829,190.84.6.7,80,78,78,729,1119
190.84.172.89,1830,190.84.6.9,80,78,78,728,1118
190.84.172.89,1831,190.84.6.7,80,78,78,800,1277
190.84.172.89,1832,222.133.9.177,80,78,78,760,15007
190.84.172.89,1833,190.84.6.9,80,78,78,732,1122
190.84.172.89,1834,190.84.6.7,80,78,78,731,1199
190.84.172.89,1835,190.84.6.9,80,78,78,737,1127
190.84.172.89,1836,190.84.6.7,80,78,78,734,1124
190.84.172.89,1837,190.84.6.9,80,78,78,729,1119
190.84.172.89,1838,190.84.6.7,80,78,78,731,1121
190.84.172.89,1840,222.133.9.177,443,78,78,193,2312
190.84.172.89,1841,222.133.9.177,443,78,78,193,3465
190.84.172.89,1842,222.133.9.177,443,78,78,193,2674
190.84.172.89,1843,222.133.9.177,443,78,78,193,3744
190.84.172.89,1844,222.133.9.177,443,78,78,193,2655
190.84.172.89,1845,222.133.9.177,443,78,78,193,2345
190.84.172.89,1846,222.133.9.177,443,78,78,193,2664
190.84.172.89,1847,222.133.9.177,443,78,78,193,2346
190.84.172.89,1848,190.84.6.9,80,78,78,729,1119
190.84.172.89,1849,190.84.6.9,80,78,78,724,1114
190.84.172.89,1852,215.27.205.101,80,78,78,442,832
190.84.172.89,1853,215.27.205.101,80,78,78,581,971
190.84.172.89,1854,215.27.205.101,80,78,78,501,3223
190.84.172.89,1855,215.27.205.101,80,78,78,623,2493
190.84.172.89,1856,215.27.205.101,80,78,78,623,2574
190.84.172.89,1857,215.27.205.101,80,78,78,623,1091
190.84.172.89,1858,215.27.205.101,80,78,78,555,1335
190.84.172.89,1860,215.27.205.100,80,78,78,557,1259
190.84.172.89,1861,215.27.220.158,80,78,78,543,855
190.84.172.89,1862,192.53.211.26,80,78,78,469,2263
190.84.172.89,1863,192.53.211.26,80,78,78,581,971
190.84.172.89,1864,192.53.211.26,80,78,78,377,2015
190.84.172.89,1865,215.120.221.182,80,78,78,463,2426
190.84.172.89,1866,215.120.221.182,80,78,78,554,944
190.84.172.89,1867,215.120.221.182,80,78,78,553,1577
190.84.172.89,1868,215.120.221.182,80,78,78,559,1027
190.84.172.89,1869,215.120.221.182,80,78,78,388,778
190.84.172.89,1870,215.120.221.182,80,78,78,469,3433
190.84.172.89,1873,215.1.240.37,80,78,78,367,6231
190.84.172.89,1874,215.1.240.37,80,78,78,525,3333
190.84.172.89,1875,45.189.206.42,80,78,78,523,913
190.84.172.89,1876,215.1.240.37,80,78,78,378,768
190.84.172.89,1877,215.1.240.37,80,78,78,521,2627
190.84.172.89,1879,190.84.171.234,993,78,78,194,5634
190.84.172.89,1880,190.84.16.23,119,78,78,78,45153
190.84.172.89,25,194.197.130.165,2535,78,78,78,312
190.84.172.89,25,194.197.130.165,2653,78,78,78,234
190.84.172.89,25,194.197.130.165,3220,78,78,78,234
190.84.172.89,25,194.197.130.165,4656,78,78,78,312
190.84.172.89,25,194.197.130.165,4992,78,78,78,312
190.84.172.89,25,194.197.130.165,5565,78,78,78,312
190.84.172.89,25,194.197.130.165,7445,78,78,78,312
190.84.172.89,25,194.197.130.165,9845,78,78,78,312
190.84.172.89,25,194.197.130.165,9859,78,78,78,312
190.84.172.91,1834,190.84.170.123,80,66,64,422,680
190.84.172.91,1835,215.84.209.253,80,66,64,453,1166
190.84.172.91,1836,190.84.6.7,80,66,380,64,574
190.84.172.91,1837,206.216.55.201,21,66,64,64,727
190.84.172.91,49152,190.84.16.23,1119,66,64,70,1488
190.84.172.91,49153,190.84.175.248,2151,66,89,70,18002
190.84.172.91,49154,190.84.175.248,2151,66,89,70,1474
190.84.172.91,49155,190.84.175.248,2151,66,89,70,1474
190.84.172.91,49156,190.84.175.248,2151,66,89,70,5028
190.84.172.91,49157,192.138.49.240,80,66,217,64,411
190.84.172.91,49158,192.138.49.240,80,66,166,64,616
190.84.172.91,497,190.84.170.217,2773,64,64,288,6463458868
190.84.175.247,902,190.84.172.101,3022,66,80,64,539
190.84.175.247,902,190.84.172.101,3232,66,80,64,539
190.84.175.247,902,190.84.172.101,3234,66,80,64,462
190.84.175.247,902,190.84.172.101,3416,66,80,64,539
190.84.175.247,902,190.84.172.101,3418,66,80,64,462
190.84.175.247,902,190.84.172.101,3461,66,80,64,539
190.84.175.247,902,190.84.172.101,3463,66,80,64,462
190.84.175.247,902,190.84.172.101,3555,66,80,64,539
190.84.175.247,902,190.84.172.101,3557,66,80,64,462
190.84.175.247,902,190.84.172.101,3624,66,80,64,539
190.84.175.247,902,190.84.172.101,4883,66,80,64,539
190.84.175.247,902,190.84.172.101,4887,66,80,64,462
190.84.175.247,902,190.84.172.101,4964,66,80,64,539
190.84.175.247,902,190.84.172.101,4966,66,80,64,462
190.84.175.247,902,190.84.172.115,49153,66,80,64,557
190.84.175.247,902,190.84.172.115,49156,66,80,64,863
190.84.175.247,902,190.84.172.115,49198,66,80,64,557
190.84.175.247,902,190.84.172.115,49204,66,80,64,557
190.84.175.247,902,190.84.172.115,49210,66,80,64,557
190.84.175.247,902,190.84.172.115,49213,66,80,64,557
190.84.175.247,902,190.84.172.130,49152,66,80,64,555
190.84.175.247,902,190.84.172.176,49152,78,92,70,611
190.84.175.247,902,190.84.172.176,49176,78,92,70,611
190.84.175.247,902,190.84.172.176,49178,78,92,70,611
190.84.175.247,902,190.84.172.176,49190,78,92,70,611
190.84.175.247,902,190.84.172.176,49221,78,92,70,611
190.84.175.247,902,190.84.172.176,49225,78,92,70,611
190.84.175.247,902,190.84.172.176,49228,78,92,70,613
190.84.175.247,902,190.84.172.176,49229,78,92,70,515
190.84.175.247,902,190.84.172.177,1072,66,80,64,559
190.84.175.247,902,190.84.172.177,1076,66,80,64,559
190.84.175.247,902,190.84.172.177,1078,66,80,64,461
190.84.175.247,902,190.84.172.177,1230,66,80,64,559
190.84.175.247,902,190.84.172.179,49191,78,92,70,605
190.84.175.247,902,190.84.172.179,49194,78,92,70,1167
190.84.175.247,902,190.84.172.74,1047,66,80,64,551
190.84.175.247,902,190.84.172.74,1053,66,80,64,461
190.84.175.248,2151,190.84.172.179,49192,66,101,88,4621
190.84.175.248,2151,190.84.172.91,49153,66,101,88,38325
190.84.175.248,2151,190.84.172.91,49154,66,101,88,1680
190.84.175.248,2151,190.84.172.91,49155,66,101,88,1658
190.84.175.248,2151,190.84.172.91,49156,66,101,88,207552
190.84.175.249,2151,190.84.172.74,1049,64,88,64,25525
190.84.175.251,2151,190.84.172.101,3023,64,88,69,102216
190.84.175.251,2151,190.84.172.101,3233,64,88,64,1147
190.84.175.251,2151,190.84.172.101,3417,64,88,69,75882
190.84.175.251,2151,190.84.172.101,3462,64,88,64,74492
190.84.175.251,2151,190.84.172.101,3556,64,64,88,95349
190.84.175.251,2151,190.84.172.101,3625,64,88,69,3492
190.84.175.251,2151,190.84.172.101,4884,64,88,64,1147
190.84.175.251,2151,190.84.172.101,4965,64,88,64,69728
190.84.175.252,2151,190.84.172.115,49154,66,101,88,10452
190.84.175.252,2151,190.84.172.115,49199,66,101,64,16650
190.84.175.252,2151,190.84.172.115,49205,66,101,88,1356
190.84.175.252,2151,190.84.172.115,49211,66,101,88,14257
190.84.175.252,2151,190.84.172.115,49214,66,101,88,15611
190.84.175.252,2151,190.84.172.130,49153,66,101,88,87423
190.84.175.252,2151,190.84.172.176,49153,66,101,88,6013
190.84.175.252,2151,190.84.172.176,49177,66,101,88,13044
190.84.175.252,2151,190.84.172.176,49179,66,101,88,29079
190.84.175.252,2151,190.84.172.176,49191,66,101,88,78163
190.84.175.252,2151,190.84.172.176,49222,66,101,88,2157
190.84.175.252,2151,190.84.172.176,49226,66,101,88,3395
190.84.175.252,2151,190.84.172.177,1074,64,88,80,10806
190.84.175.252,2151,190.84.172.177,1232,64,88,69,11519
190.84.191.241,139,190.84.172.101,3136,66,64,64,1720
190.84.191.241,139,190.84.172.101,3138,66,64,64,1095
190.84.191.241,139,190.84.172.101,3140,66,64,64,3659
190.84.191.241,139,190.84.172.101,3142,66,64,64,1720
190.84.191.241,139,190.84.172.101,3144,66,64,64,2731
190.84.191.241,139,190.84.172.101,3151,66,64,64,14119
190.84.191.241,139,190.84.172.101,3156,66,64,64,1720
190.84.191.241,139,190.84.172.101,3158,66,64,64,1592
190.84.191.241,139,190.84.172.101,3160,66,64,64,1720
190.84.191.241,139,190.84.172.101,3162,66,64,64,1720
190.84.191.241,139,190.84.172.101,3168,66,64,64,3281
190.84.191.241,139,190.84.172.101,3170,66,64,64,964
190.84.191.241,139,190.84.172.101,3172,66,64,64,2217
190.84.191.241,139,190.84.172.101,3174,66,64,64,2842
190.84.191.241,139,190.84.172.101,3176,66,64,64,1095
190.84.191.241,139,190.84.172.101,3178,66,64,64,1720
190.84.191.241,139,190.84.172.101,3180,66,64,64,1720
190.84.191.241,139,190.84.172.101,3182,66,64,64,1720
190.84.191.241,139,190.84.172.101,3184,66,64,64,12997
190.84.191.241,139,190.84.172.101,3637,66,64,64,1720
190.84.191.241,139,190.84.172.101,3639,66,64,64,1720
190.84.191.241,139,190.84.172.101,3641,66,64,64,1095
190.84.191.241,139,190.84.172.101,3643,66,64,64,1095
190.84.191.241,139,190.84.172.101,3645,66,64,64,1720
190.84.191.241,139,190.84.172.101,3647,66,64,64,3083
190.84.191.241,139,190.84.172.101,3654,66,64,64,5406
190.84.191.241,139,190.84.172.101,3656,66,64,64,1720
190.84.191.241,139,190.84.172.101,3658,66,64,64,1720
190.84.191.241,139,190.84.172.101,3660,66,64,64,2345
190.84.191.241,139,190.84.172.101,3662,66,64,64,15831
190.84.191.241,139,190.84.172.101,3708,66,64,64,1746
190.84.191.241,139,190.84.172.101,3710,66,64,64,4298
190.84.191.241,139,190.84.172.101,3712,66,64,64,1746
190.84.191.241,139,190.84.172.101,3714,66,64,64,4298
190.84.191.241,139,190.84.172.101,4890,66,64,64,1784
190.84.191.241,139,190.84.172.101,4892,66,64,64,1720
190.84.191.241,139,190.84.172.101,4894,66,64,64,2217
190.84.191.241,139,190.84.172.101,4896,66,64,64,2281
190.84.191.241,139,190.84.172.101,4898,66,64,64,1592
190.84.191.241,139,190.84.172.101,4900,66,64,64,1720
190.84.191.241,139,190.84.172.101,4902,66,64,64,1592
190.84.191.241,139,190.84.172.101,4904,66,64,64,4220
190.84.191.241,139,190.84.172.101,4906,66,64,64,1592
190.84.191.241,139,190.84.172.101,4908,66,64,64,2345
190.84.191.241,139,190.84.172.101,4910,66,64,64,1095
190.84.191.241,139,190.84.172.101,4913,66,64,64,1720
190.84.191.241,139,190.84.172.101,4915,66,64,64,24399
190.84.191.241,139,190.84.172.101,4926,66,64,64,2074
190.84.191.241,139,190.84.172.129,1863,66,64,64,631
190.84.191.241,139,190.84.172.129,1866,66,64,64,631
190.84.191.241,139,190.84.172.74,1030,66,64,64,7557607
190.84.191.241,139,190.84.172.74,1235,66,64,64,732368
190.84.191.241,80,190.84.172.101,3145,64,64,64,192
190.84.191.241,80,190.84.172.101,3663,64,64,64,192
190.84.191.241,80,190.84.172.101,4920,64,64,64,192
190.84.191.47,22,190.84.172.101,3020,66,81,64,12397
190.84.191.47,22,190.84.172.101,3186,66,81,64,5977
190.84.191.47,22,190.84.172.101,3424,66,81,64,6205
190.84.191.47,22,190.84.172.101,3497,66,81,64,32059
190.84.191.47,22,190.84.172.101,3627,66,81,64,29303
190.84.191.47,22,190.84.172.101,3680,66,81,64,7569
190.84.191.47,22,190.84.172.101,3719,66,81,64,28017
190.84.191.47,22,190.84.172.101,4882,66,81,64,2627
190.84.191.47,22,190.84.172.101,4954,66,81,64,23841
190.84.23.245,21,190.84.172.177,1087,64,109,89,2694
190.84.23.245,21,190.84.172.177,1124,64,109,89,3888
190.84.23.245,2681,190.84.172.177,1089,66,64,1082,2173
190.84.23.245,2682,190.84.172.177,1091,66,64,564,822
190.84.23.245,2683,190.84.172.177,1092,66,64,666,924
190.84.23.245,2790,190.84.172.177,1125,66,64,1082,2173
190.84.23.245,2791,190.84.172.177,1126,66,64,564,822
190.84.23.245,2792,190.84.172.177,1127,66,64,126,384
190.84.23.245,2793,190.84.172.177,1128,66,64,126,384
190.84.23.245,2795,190.84.172.177,1129,66,64,1082,2861
190.84.6.6,80,190.84.172.115,51017,78,70,1518,9223
190.84.6.6,80,190.84.172.115,51018,78,70,1518,9149
190.84.6.6,80,190.84.172.115,51019,78,70,1518,3424
190.84.6.6,80,190.84.172.115,51020,78,70,1518,18907
190.84.6.6,80,190.84.172.115,51022,78,70,1518,22420
190.84.6.6,80,190.84.172.115,51024,78,70,1518,2450
190.84.6.6,80,190.84.172.115,51101,78,70,1518,15926
190.84.6.6,80,190.84.172.115,51341,78,70,1518,14497
190.84.6.6,80,190.84.172.115,51428,78,70,555,703
190.84.6.6,80,190.84.172.115,51543,78,70,524,672
190.84.6.6,80,190.84.172.115,51545,78,70,519,667
190.84.6.6,80,190.84.172.115,51546,78,70,527,675
190.84.6.6,80,190.84.172.115,51548,78,70,518,666
190.84.6.6,80,190.84.172.115,51730,78,70,1518,2192
190.84.6.6,80,190.84.172.115,51748,78,70,1518,1741
190.84.6.6,80,190.84.172.115,51776,78,70,1518,11848
190.84.6.6,80,190.84.172.115,51783,78,70,1518,9260
190.84.6.6,80,190.84.172.177,1272,66,64,219,349
190.84.6.6,80,190.84.172.177,1273,66,64,219,568
190.84.6.6,80,190.84.172.89,1177,78,70,493,781
190.84.6.6,80,190.84.172.89,1178,78,70,1518,3523
190.84.6.6,80,190.84.172.89,1180,78,70,1518,2479
190.84.6.6,80,190.84.172.89,1181,78,70,1518,2491
190.84.6.6,80,190.84.172.89,1186,78,70,1183,1471
190.84.6.6,80,190.84.172.89,1191,78,70,1293,1581
190.84.6.6,80,190.84.172.89,1193,78,70,1222,1510
190.84.6.6,80,190.84.172.89,1194,78,70,1309,1597
190.84.6.6,80,190.84.172.89,1197,78,1518,70,8671
190.84.6.6,80,190.84.172.89,1202,78,1518,70,9289
190.84.6.6,80,190.84.172.89,1203,78,70,392,680
190.84.6.6,80,190.84.172.89,1204,78,70,391,679
190.84.6.6,80,190.84.172.89,1207,78,70,1518,22560
190.84.6.6,80,190.84.172.89,1208,78,70,1518,16901
190.84.6.6,80,190.84.172.89,1217,78,70,846,1134
190.84.6.6,80,190.84.172.89,1218,78,70,1097,1385
190.84.6.6,80,190.84.172.89,1219,78,70,1053,1341
190.84.6.6,80,190.84.172.89,1220,78,70,967,1255
190.84.6.6,80,190.84.172.89,1222,78,1518,70,2736
190.84.6.6,80,190.84.172.89,1223,78,70,1518,2867
190.84.6.6,80,190.84.172.89,1227,78,70,1518,1977
190.84.6.6,80,190.84.172.89,1229,78,70,391,679
190.84.6.6,80,190.84.172.89,1234,78,70,1336,1624
190.84.6.6,80,190.84.172.89,1235,78,1518,70,3724
190.84.6.6,80,190.84.172.89,1238,78,1518,70,3565
190.84.6.6,80,190.84.172.89,1243,78,1518,70,4688
190.84.6.6,80,190.84.172.89,1244,78,1518,70,5013
190.84.6.6,80,190.84.172.89,1245,78,1518,70,5138
190.84.6.6,80,190.84.172.89,1247,78,1518,70,5126
190.84.6.6,80,190.84.172.89,1249,78,1215,70,1503
190.84.6.6,80,190.84.172.89,1250,78,1518,70,3211
190.84.6.6,80,190.84.172.89,1253,78,70,1435,1723
190.84.6.6,80,190.84.172.89,1260,78,70,1085,1373
190.84.6.6,80,190.84.172.89,1262,78,1518,70,2631
190.84.6.6,80,190.84.172.89,1263,78,70,1518,17586
190.84.6.6,80,190.84.172.89,1264,78,70,1518,3087
190.84.6.6,80,190.84.172.89,1269,78,231,70,519
190.84.6.6,80,190.84.172.89,1272,78,1518,70,2508
190.84.6.6,80,190.84.172.89,1273,78,1518,70,1987
190.84.6.6,80,190.84.172.89,1274,78,1518,70,2015
190.84.6.6,80,190.84.172.89,1275,78,1518,70,2048
190.84.6.6,80,190.84.172.89,1277,78,1518,70,2164
190.84.6.6,80,190.84.172.89,1279,78,1518,70,2148
190.84.6.6,80,190.84.172.89,1281,78,1518,70,2105
190.84.6.6,80,190.84.172.89,1282,78,1518,70,1969
190.84.6.6,80,190.84.172.89,1283,78,70,1518,2036
190.84.6.6,80,190.84.172.89,1284,78,384,70,672
190.84.6.6,80,190.84.172.89,1285,78,1518,70,4063
190.84.6.6,80,190.84.172.89,1287,78,70,1518,4215
190.84.6.6,80,190.84.172.89,1291,78,1518,70,9077
190.84.6.6,80,190.84.172.89,1297,78,1186,70,1474
190.84.6.6,80,190.84.172.89,1406,78,70,515,803
190.84.6.6,80,190.84.172.89,1409,78,70,374,662
190.84.6.6,80,190.84.172.89,1417,78,70,366,654
190.84.6.6,80,190.84.172.89,1418,78,70,1518,2220
190.84.6.6,80,190.84.172.89,1421,78,70,749,1037
190.84.6.6,80,190.84.172.89,1423,78,70,1518,2261
190.84.6.6,80,190.84.172.89,1424,78,70,1518,1902
190.84.6.6,80,190.84.172.89,1425,78,70,1518,7721
190.84.6.6,80,190.84.172.89,1428,78,70,1518,9158
190.84.6.6,80,190.84.172.89,1429,78,70,1518,2565
190.84.6.6,80,190.84.172.89,1430,78,70,1077,1365
190.84.6.6,80,190.84.172.89,1435,78,70,1518,2024
190.84.6.6,80,190.84.172.89,1438,78,70,1518,2254
190.84.6.6,80,190.84.172.89,1439,78,70,1518,4594
190.84.6.6,80,190.84.172.89,1446,78,70,1518,2236
190.84.6.6,80,190.84.172.89,1449,78,426,70,714
190.84.6.6,80,190.84.172.89,1451,78,70,1497,4442
190.84.6.6,80,190.84.172.89,1455,78,70,903,1191
