Source,srcPort,Destination,destPort,firstSize,secondSize,threeSize,flowSize
190.84.172.115,51003,190.84.6.9,80,78,70,446,728
190.84.172.115,51004,65.252.133.193,80,78,70,592,1154
190.84.172.115,51005,65.252.133.193,80,78,70,583,865
190.84.172.115,51006,65.252.133.193,80,78,70,584,866
190.84.172.115,51007,65.252.133.193,80,78,70,578,860
190.84.172.115,51008,65.252.133.196,80,78,70,577,859
190.84.172.115,51009,190.84.6.9,80,78,70,438,790
190.84.172.115,51010,190.84.6.9,80,78,70,444,726
190.84.172.115,51011,190.84.6.9,80,78,70,443,725
190.84.172.115,51012,215.27.205.101,80,78,70,422,704
190.84.172.115,51013,215.27.205.101,80,78,70,443,1355
190.84.172.115,51014,215.27.205.101,80,78,70,422,704
190.84.172.115,51015,46.249.255.164,80,78,70,342,1254
190.84.172.115,51016,46.249.255.164,80,78,70,392,744
190.84.172.115,51017,190.84.6.6,80,78,70,496,1623
190.84.172.115,51018,190.84.6.6,80,78,70,504,1206
190.84.172.115,51019,190.84.6.6,80,78,70,500,852
190.84.172.115,51020,190.84.6.6,80,78,70,497,3510
190.84.172.115,51021,190.84.6.9,80,78,70,497,1199
190.84.172.115,51022,190.84.6.6,80,78,70,502,1484
190.84.172.115,51023,190.84.6.7,80,78,70,505,1347
190.84.172.115,51024,190.84.6.6,80,78,70,479,831
190.84.172.115,51025,65.9.250.16,80,78,70,544,1456
190.84.172.115,51026,215.67.102.126,80,78,70,348,980
190.84.172.115,51027,205.183.169.55,80,78,70,503,791
190.84.172.115,51028,66.88.106.214,80,78,70,438,1070
190.84.172.115,51029,205.183.169.55,80,78,70,618,906
190.84.172.115,51030,205.183.169.65,80,78,70,642,930
190.84.172.115,51031,205.183.169.65,80,78,70,841,1193
190.84.172.115,51032,204.250.96.87,80,78,70,405,687
190.84.172.115,51033,207.22.228.201,80,78,70,462,1444
190.84.172.115,51034,207.22.228.201,80,78,70,412,2139
190.84.172.115,51035,207.22.228.201,80,78,70,425,707
190.84.172.115,51036,207.22.228.201,80,78,70,515,797
190.84.172.115,51037,207.22.228.201,80,78,70,498,710
190.84.172.115,51038,207.22.228.201,80,78,70,508,790
190.84.172.115,51039,207.22.228.201,80,78,70,507,789
190.84.172.115,51040,207.22.228.201,80,78,70,506,788
190.84.172.115,51041,207.22.228.201,80,78,70,519,801
190.84.172.115,51042,207.22.228.201,80,78,70,518,800
190.84.172.115,51043,207.22.228.201,80,78,70,518,730
190.84.172.115,51044,207.22.228.201,80,78,70,505,787
190.84.172.115,51045,207.22.228.201,80,78,70,516,798
190.84.172.115,51046,207.22.228.201,80,78,70,517,729
190.84.172.115,51047,207.22.228.201,80,78,70,518,800
190.84.172.115,51048,207.22.228.201,80,78,70,508,790
190.84.172.115,51049,207.22.228.201,80,78,70,519,801
190.84.172.115,51050,207.22.228.201,80,78,70,518,870
190.84.172.115,51051,207.22.228.201,80,78,70,518,730
190.84.172.115,51052,207.22.228.201,80,78,70,513,795
190.84.172.115,51053,207.22.228.201,80,78,70,514,796
190.84.172.115,51054,207.22.228.201,80,78,70,515,797
190.84.172.115,51055,207.22.228.201,80,78,70,518,800
190.84.172.115,51056,207.22.228.201,80,78,70,508,790
190.84.172.115,51058,207.22.228.201,80,78,70,509,791
190.84.172.115,51059,207.22.228.201,80,78,70,510,722
190.84.172.115,51060,207.22.228.201,80,78,70,507,719
190.84.172.115,51061,207.22.228.201,80,78,70,512,794
190.84.172.115,51062,207.22.228.201,80,78,70,513,795
190.84.172.115,51063,207.22.228.201,80,78,70,576,858
190.84.172.115,51064,207.22.228.201,80,78,70,508,790
190.84.172.115,51065,207.22.228.201,80,78,70,509,5462
190.84.172.115,51066,207.22.228.201,80,78,70,506,4301
190.84.172.115,51067,207.22.228.201,80,78,70,512,4278
190.84.172.115,51068,207.22.228.201,80,78,70,508,3845
190.84.172.115,51069,215.27.205.101,80,78,70,422,704
190.84.172.115,51070,207.22.228.201,80,78,70,510,862
190.84.172.115,51071,207.22.228.201,80,78,70,515,1445
190.84.172.115,51072,207.22.228.201,80,78,70,691,973
190.84.172.115,51073,207.22.228.201,80,78,70,505,857
190.84.172.115,51074,207.22.228.201,80,78,70,511,863
190.84.172.115,51075,215.27.205.101,80,78,70,453,1085
190.84.172.115,51076,46.249.255.164,80,78,70,429,781
190.84.172.115,51077,46.249.253.38,443,78,70,124,336
190.84.172.115,51078,46.249.253.38,443,78,70,128,1901
190.84.172.115,51079,215.27.205.101,80,78,70,483,1185
190.84.172.115,51080,65.78.57.82,80,78,70,370,932
190.84.172.115,51081,65.78.57.82,80,78,70,443,725
190.84.172.115,51082,65.78.57.82,80,78,70,442,724
190.84.172.115,51083,65.78.57.82,80,78,70,444,726
190.84.172.115,51084,130.57.89.66,80,78,64,440,774
190.84.172.115,51085,65.78.57.82,80,78,70,450,732
190.84.172.115,51086,65.78.57.82,80,78,70,452,1321
190.84.172.115,51087,65.78.57.82,80,78,70,443,725
190.84.172.115,51088,65.78.57.82,80,78,70,446,798
190.84.172.115,51089,65.78.57.82,80,78,70,444,796
190.84.172.115,51090,46.249.253.38,443,78,70,160,1853
190.84.172.115,51091,46.249.253.38,443,78,70,160,1262
190.84.172.115,51092,46.249.253.38,443,78,70,160,2030
190.84.172.115,51093,46.249.253.38,443,78,70,160,1332
190.84.172.115,51094,46.249.253.38,443,78,70,160,1957
190.84.172.115,51095,46.249.253.38,443,78,70,160,8736
190.84.172.115,51096,46.249.253.38,443,78,70,160,7622
190.84.172.115,51097,46.249.253.38,443,78,70,160,4689
190.84.172.115,51098,46.249.255.164,80,78,70,471,1663
190.84.172.115,51099,190.84.6.9,80,78,70,611,823
190.84.172.115,51100,190.84.6.9,80,78,70,611,823
190.84.172.115,51101,190.84.6.6,80,78,70,505,1067
190.84.172.115,51102,46.249.253.38,443,78,70,160,4716
190.84.172.115,51103,46.249.253.38,443,78,70,160,4784
190.84.172.115,51104,46.249.253.38,443,78,70,160,4018
190.84.172.115,51105,46.249.253.38,443,78,70,160,3359
190.84.172.115,51106,190.84.170.123,80,78,70,332,1950
190.84.172.115,51107,190.84.170.123,80,78,70,470,2221
190.84.172.115,51108,215.84.209.253,80,78,64,411,617
190.84.172.115,51109,215.84.209.253,80,78,64,481,1162
190.84.172.115,51110,215.84.209.253,80,78,64,521,1202
190.84.172.115,51111,215.84.209.253,80,78,64,535,805
190.84.172.115,51112,190.84.170.123,80,78,70,338,550
190.84.172.115,51113,190.84.170.123,80,78,70,384,736
190.84.172.115,51114,190.84.170.123,80,78,70,396,818
190.84.172.115,51115,190.84.170.123,80,78,70,338,690
190.84.172.115,51116,65.78.57.82,80,78,70,349,981
190.84.172.115,51117,65.78.57.82,80,78,70,450,732
190.84.172.115,51118,65.78.57.82,80,78,70,453,2473
190.84.172.115,51119,65.78.57.82,80,78,70,453,875
190.84.172.115,51120,65.78.57.82,80,78,70,451,1954
190.84.172.115,51121,65.78.57.82,80,78,70,452,1224
190.84.172.115,51122,65.78.57.82,80,78,70,451,1013
190.84.172.115,51123,190.84.170.123,80,78,70,338,550
190.84.172.115,51124,190.84.170.123,80,78,70,384,1182
190.84.172.115,51125,215.27.205.101,80,78,70,489,1261
190.84.172.115,51126,215.120.221.182,80,78,70,374,1006
190.84.172.115,51127,215.120.221.185,80,78,70,460,742
190.84.172.115,51128,190.84.170.123,80,78,70,432,784
190.84.172.115,51129,215.27.205.101,80,78,70,422,704
190.84.172.115,51130,205.129.170.196,80,78,64,335,989
190.84.172.115,51131,205.129.170.196,80,78,64,381,1695
190.84.172.115,51132,205.129.170.196,80,78,64,488,822
190.84.172.115,51133,205.129.170.196,80,78,64,500,5971
190.84.172.115,51134,205.129.170.196,80,78,64,500,834
190.84.172.115,51135,205.129.170.196,80,78,70,512,7012
190.84.172.115,51136,205.129.170.196,80,78,64,483,4321
190.84.172.115,51137,205.129.170.196,80,78,64,499,3346
190.84.172.115,51138,205.129.170.196,80,78,64,518,788
190.84.172.115,51139,205.129.170.196,80,78,64,517,1438
190.84.172.115,51140,205.129.170.196,80,78,64,517,787
190.84.172.115,51141,205.129.170.196,80,78,70,529,811
190.84.172.115,51142,205.129.170.196,80,78,70,534,816
190.84.172.115,51143,205.129.170.196,80,78,70,535,747
190.84.172.115,51144,205.129.170.196,80,78,64,515,785
190.84.172.115,51145,205.129.170.196,80,78,70,531,743
190.84.172.115,51146,205.129.170.196,80,78,64,534,868
190.84.172.115,51147,205.129.170.196,80,78,64,533,867
190.84.172.115,51148,205.129.170.196,80,78,64,532,802
190.84.172.115,51149,205.129.170.196,80,78,70,540,822
190.84.172.115,51150,205.129.170.196,80,78,64,522,792
190.84.172.115,51151,205.129.170.196,80,78,64,527,861
190.84.172.115,51152,205.129.170.196,80,78,64,525,731
190.84.172.115,51153,205.129.170.196,80,78,64,535,1061
190.84.172.115,51154,205.129.170.196,80,78,64,529,799
190.84.172.115,51155,205.129.170.196,80,78,64,529,863
190.84.172.115,51156,205.129.170.196,80,78,70,529,811
190.84.172.115,51157,205.129.170.196,80,78,64,523,793
190.84.172.115,51158,205.129.170.196,80,78,64,528,926
190.84.172.115,51159,205.129.170.196,80,78,70,535,817
190.84.172.115,51160,205.129.170.196,80,78,70,533,885
190.84.172.115,51161,205.129.170.196,80,78,64,528,798
190.84.172.115,51162,205.129.170.196,80,78,70,534,2153
190.84.172.115,51163,205.129.170.196,80,78,64,522,792
190.84.172.115,51164,205.129.170.196,80,78,64,516,1438
190.84.172.115,51165,205.129.170.196,80,78,64,516,978
190.84.172.115,51166,205.129.170.196,80,78,64,524,858
190.84.172.115,51167,215.120.221.185,80,78,70,361,643
190.84.172.115,51168,215.120.221.185,80,78,70,370,1422
190.84.172.115,51169,65.187.178.226,80,78,70,804,1086
190.84.172.115,51170,65.187.178.226,80,78,70,962,1804
190.84.172.115,51171,65.187.178.146,80,78,70,965,1247
190.84.172.115,51172,215.120.221.185,80,78,70,551,973
190.84.172.115,51173,205.129.170.196,80,78,70,434,1346
190.84.172.115,51174,205.129.170.196,80,78,64,551,885
190.84.172.115,51175,205.129.170.196,80,78,64,546,1072
190.84.172.115,51176,205.129.170.196,80,78,64,537,999
190.84.172.115,51177,205.129.170.196,80,78,64,540,810
190.84.172.115,51178,205.129.170.196,80,78,64,530,800
190.84.172.115,51179,205.129.170.196,80,78,70,559,981
190.84.172.115,51180,205.129.170.196,80,78,64,547,1549
190.84.172.115,51181,205.129.170.196,80,78,70,548,1524
190.84.172.115,51182,215.120.221.182,80,78,70,356,708
190.84.172.115,51183,215.120.221.185,80,78,70,354,1649
190.84.172.115,51184,215.120.221.185,80,78,70,458,950
190.84.172.115,51185,205.129.170.196,80,78,70,459,1091
190.84.172.115,51186,205.129.170.196,80,78,64,437,2650
190.84.172.115,51187,205.129.170.196,80,78,70,558,770
190.84.172.115,51188,205.129.170.196,80,78,70,565,847
190.84.172.115,51189,205.129.170.196,80,78,70,553,835
190.84.172.115,51190,205.129.170.196,80,78,64,547,817
190.84.172.115,51191,205.129.170.196,80,78,64,554,952
190.84.172.115,51192,205.129.170.196,80,78,70,563,3714
190.84.172.115,51193,205.129.170.196,80,78,64,550,2767
190.84.172.115,51194,205.129.170.196,80,78,64,547,4951
190.84.172.115,51195,205.129.170.196,80,78,64,519,1155
190.84.172.115,51196,206.216.12.211,80,78,70,343,555
190.84.172.115,51197,206.216.222.208,80,78,70,410,762
190.84.172.115,51198,206.216.12.211,80,78,70,325,607
190.84.172.115,51199,206.216.222.208,80,78,70,392,137944
190.84.172.115,51200,215.120.221.185,80,78,70,368,1070
190.84.172.115,51201,65.187.178.226,80,78,70,804,1086
190.84.172.115,51202,65.187.178.226,80,78,70,962,1874
190.84.172.115,51203,65.187.178.146,80,78,70,965,1247
190.84.172.115,51204,215.120.221.185,80,78,70,380,1362
190.84.172.115,51205,65.187.178.226,80,78,70,804,1086
190.84.172.115,51206,65.187.178.226,80,78,70,962,1524
190.84.172.115,51207,215.27.205.101,80,78,70,422,704
190.84.172.115,51208,65.187.178.146,80,78,70,965,1247
190.84.172.115,51209,65.206.176.184,80,78,70,298,1700
190.84.172.115,51210,65.206.176.184,80,78,70,432,714
190.84.172.115,51211,28.88.171.78,80,78,70,711,1133
190.84.172.115,51212,215.120.221.185,80,78,70,364,1276
190.84.172.115,51213,65.187.178.226,80,78,70,790,1072
190.84.172.115,51214,65.187.178.226,80,78,70,948,1510
190.84.172.115,51215,65.187.178.146,80,78,70,951,1233
190.84.172.115,51216,215.120.221.185,80,78,70,395,1097
190.84.172.115,51217,65.187.178.226,80,78,70,804,1086
190.84.172.115,51218,65.187.178.226,80,78,70,962,1664
190.84.172.115,51219,65.187.178.146,80,78,70,965,1247
190.84.172.115,51220,193.194.189.183,80,78,70,312,1154
190.84.172.115,51221,193.194.189.183,80,78,70,471,823
190.84.172.115,51222,193.194.189.183,80,78,70,469,961
190.84.172.115,51223,193.194.189.183,80,78,70,469,1506
190.84.172.115,51224,193.194.189.183,80,78,70,471,823
190.84.172.115,51225,193.194.189.183,80,78,70,471,1593
190.84.172.115,51226,193.194.189.183,80,78,70,518,1360
190.84.172.115,51227,193.194.189.183,80,78,70,471,753
190.84.172.115,51228,193.194.189.183,80,78,70,483,1885
190.84.172.115,51229,193.194.189.183,80,78,70,483,1395
190.84.172.115,51230,193.194.189.183,80,78,70,490,2102
190.84.172.115,51231,193.194.189.183,80,78,70,482,2164
190.84.172.115,51232,193.194.189.183,80,78,70,495,1407
190.84.172.115,51233,193.194.189.183,80,78,70,486,1888
190.84.172.115,51234,193.194.189.183,80,78,70,490,1122
190.84.172.115,51235,193.194.189.183,80,78,70,470,892
190.84.172.115,51236,215.27.205.101,80,78,70,471,1173
190.84.172.115,51237,215.27.205.101,80,78,70,546,968
190.84.172.115,51238,215.27.205.101,80,78,70,546,898
190.84.172.115,51239,215.27.205.101,80,78,70,544,826
190.84.172.115,51240,215.27.205.101,80,78,70,546,898
190.84.172.115,51241,215.27.205.101,80,78,70,543,825
190.84.172.115,51242,215.27.205.101,80,78,70,543,965
190.84.172.115,51243,135.110.241.192,80,78,64,392,854
190.84.172.115,51244,135.110.241.192,80,78,64,480,814
190.84.172.115,51245,135.110.241.192,80,78,64,479,749
190.84.172.115,51246,191.165.212.17,80,78,70,338,620
190.84.172.115,51247,135.110.241.192,80,78,64,472,742
190.84.172.115,51248,135.110.241.192,80,78,64,477,875
190.84.172.115,51249,135.110.241.192,80,78,64,474,808
190.84.172.115,51250,135.110.241.192,80,78,64,479,813
190.84.172.115,51251,191.165.212.17,80,78,70,553,1115
190.84.172.115,51252,191.165.212.17,80,78,70,394,676
190.84.172.115,51253,135.110.241.192,80,78,64,477,811
190.84.172.115,51254,135.110.241.192,80,78,64,477,811
190.84.172.115,51255,215.160.206.89,8000,78,70,358,1060
190.84.172.115,51256,135.110.241.192,80,78,64,473,807
190.84.172.115,51257,135.110.241.192,80,78,64,476,810
190.84.172.115,51258,135.110.241.192,80,78,64,476,810
190.84.172.115,51259,142.139.18.0,80,78,64,470,740
190.84.172.115,51260,215.160.206.100,80,78,70,387,669
190.84.172.115,51261,135.110.241.192,80,78,64,480,814
190.84.172.115,51262,135.110.241.192,80,78,64,477,811
190.84.172.115,51263,135.110.241.192,80,78,64,477,811
190.84.172.115,51264,135.110.241.192,80,78,64,477,811
190.84.172.115,51265,215.160.206.100,80,78,70,500,852
190.84.172.115,51266,215.160.206.100,80,78,70,499,1271
190.84.172.115,51267,215.160.206.100,80,78,70,499,781
190.84.172.115,51268,215.160.206.100,80,78,70,501,783
190.84.172.115,51269,215.160.206.100,80,78,70,502,854
190.84.172.115,51270,215.120.221.182,80,78,70,377,1219
190.84.172.115,51271,215.120.221.185,80,78,70,460,742
190.84.172.115,51272,215.120.221.185,80,78,70,363,645
190.84.172.115,51273,215.120.221.185,80,78,70,380,662
190.84.172.115,51274,215.120.221.185,80,78,70,377,589
190.84.172.115,51275,215.120.221.185,80,78,70,370,1282
190.84.172.115,51276,65.187.178.226,80,78,70,805,1087
190.84.172.115,51277,65.187.178.226,80,78,70,963,1665
190.84.172.115,51278,193.194.189.183,80,78,70,373,1673
190.84.172.115,51279,65.187.178.146,80,78,70,966,1248
190.84.172.115,51280,193.194.189.183,80,78,70,392,2914
190.84.172.115,51281,193.194.189.183,80,78,70,400,2451
190.84.172.115,51282,193.194.189.183,80,78,70,509,1421
190.84.172.115,51283,193.194.189.183,80,78,70,497,1339
190.84.172.115,51284,193.194.189.183,80,78,70,501,1063
190.84.172.115,51285,193.194.189.183,80,78,70,513,1915
190.84.172.115,51286,193.194.189.183,80,78,70,498,1270
190.84.172.115,51287,193.194.189.183,80,78,70,496,1968
190.84.172.115,51288,193.194.189.183,80,78,70,509,861
190.84.172.115,51289,193.194.189.183,80,78,70,511,1143
190.84.172.115,51290,193.194.189.183,80,78,70,522,1294
190.84.172.115,51291,193.194.189.183,80,78,70,507,1209
190.84.172.115,51292,193.194.189.183,80,78,70,505,997
190.84.172.115,51293,193.194.189.183,80,78,70,501,1413
190.84.172.115,51294,193.194.189.183,80,78,70,511,1353
190.84.172.115,51295,193.194.189.183,80,78,70,500,1132
190.84.172.115,51296,193.194.189.183,80,78,70,504,1136
190.84.172.115,51297,193.194.189.183,80,78,70,512,1144
190.84.172.115,51298,193.194.189.183,80,78,70,510,1142
190.84.172.115,51299,193.194.189.183,80,78,70,507,1769
190.84.172.115,51300,193.194.189.183,80,78,70,499,1271
190.84.172.115,51301,193.194.189.183,80,78,70,499,2391
190.84.172.115,51302,193.194.189.183,80,78,70,498,1270
190.84.172.115,51303,193.194.189.183,80,78,70,485,767
190.84.172.115,51304,193.194.189.183,80,78,70,502,924
190.84.172.115,51305,193.194.189.183,80,78,70,506,1698
190.84.172.115,51306,193.194.189.183,80,78,70,502,1204
190.84.172.115,51307,193.194.189.183,80,78,70,506,998
190.84.172.115,51308,193.194.189.183,80,78,70,507,1839
190.84.172.115,51309,28.251.246.149,80,78,70,195,483
190.84.172.115,51310,28.251.246.149,80,78,70,195,483
190.84.172.115,51312,46.249.255.164,80,78,70,353,635
190.84.172.115,51313,46.249.255.164,80,78,70,403,2155
190.84.172.115,51314,190.84.6.9,80,78,70,499,781
190.84.172.115,51315,190.84.6.9,80,78,70,497,779
190.84.172.115,51316,190.84.6.9,80,78,70,500,782
190.84.172.115,51317,190.84.6.9,80,78,70,500,782
190.84.172.115,51318,190.84.6.9,80,78,70,500,782
190.84.172.115,51319,190.84.6.9,80,78,70,513,725
190.84.172.115,51320,46.249.255.164,80,78,70,517,1009
190.84.172.115,51321,46.249.255.164,80,78,70,527,809
190.84.172.115,51322,190.84.6.9,80,78,70,522,804
190.84.172.115,51323,190.84.6.9,80,78,70,504,786
190.84.172.115,51324,190.84.6.9,80,78,70,500,782
190.84.172.115,51325,190.84.6.9,80,78,70,500,782
190.84.172.115,51326,190.84.6.9,80,78,70,500,782
190.84.172.115,51327,190.84.6.9,80,78,70,500,782
190.84.172.115,51328,190.84.6.9,80,78,70,524,876
190.84.172.115,51329,190.84.6.9,80,78,70,502,784
190.84.172.115,51330,190.84.6.9,80,78,70,503,785
190.84.172.115,51331,190.84.6.9,80,78,70,507,5019
190.84.172.115,51332,190.84.6.9,80,78,70,499,1297
190.84.172.115,51333,190.84.6.9,80,78,70,501,1350
190.84.172.115,51334,46.249.255.164,80,78,70,407,1319
190.84.172.115,51335,190.84.6.9,80,78,70,504,856
190.84.172.115,51336,190.84.6.9,80,78,70,514,1076
190.84.172.115,51337,190.84.6.9,80,78,70,506,1948
190.84.172.115,51338,190.84.6.9,80,78,70,512,2198
190.84.172.115,51339,190.84.6.9,80,78,70,509,1546
190.84.172.115,51340,46.249.255.164,80,78,70,424,1546
190.84.172.115,51341,190.84.6.6,80,78,70,546,1178
190.84.172.115,51342,215.27.205.101,80,78,70,422,704
190.84.172.115,51343,65.158.108.219,80,78,70,346,978
190.84.172.115,51344,65.158.108.219,80,78,70,400,1405
190.84.172.115,51345,65.158.108.219,80,78,70,418,1708
190.84.172.115,51346,28.235.182.134,80,78,70,471,753
190.84.172.115,51347,66.119.245.54,80,78,70,497,2949
190.84.172.115,51349,66.119.245.54,80,78,70,748,960
190.84.172.115,51350,66.119.245.54,80,78,70,601,813
190.84.172.115,51351,66.119.245.24,80,78,70,574,862
190.84.172.115,51352,66.119.245.24,80,78,70,577,929
190.84.172.115,51353,28.205.227.71,80,78,70,916,1198
190.84.172.115,51354,28.205.227.71,80,78,70,918,1200
190.84.172.115,51355,66.119.245.24,80,78,70,579,937
190.84.172.115,51356,28.206.25.38,80,78,70,699,1121
190.84.172.115,51357,66.119.245.24,80,78,70,583,941
190.84.172.115,51358,28.206.25.38,80,78,70,700,1192
190.84.172.115,51359,28.205.227.71,80,78,70,920,1202
190.84.172.115,51360,204.250.96.87,80,78,70,400,752
190.84.172.115,51362,206.46.139.25,80,78,64,540,1386
190.84.172.115,51363,28.206.25.38,80,78,70,699,1191
190.84.172.115,51364,66.119.245.24,80,78,70,528,816
190.84.172.115,51365,28.205.227.71,80,78,70,919,1201
190.84.172.115,51366,28.206.25.38,80,78,70,702,1054
190.84.172.115,51367,66.119.245.24,80,78,70,527,885
190.84.172.115,51368,66.119.245.24,80,78,70,578,936
190.84.172.115,51369,204.250.96.87,80,78,70,401,753
190.84.172.115,51370,66.119.245.24,80,78,70,822,1104
190.84.172.115,51371,206.46.139.25,80,78,64,539,1129
190.84.172.115,51372,66.119.245.24,80,78,70,528,886
190.84.172.115,51373,66.119.245.24,80,78,70,701,1053
190.84.172.115,51374,66.119.245.54,80,78,70,735,947
190.84.172.115,51375,66.119.245.54,80,78,70,735,947
190.84.172.115,51376,66.119.245.54,80,78,70,847,1059
190.84.172.115,51377,66.119.245.54,80,78,70,861,1073
190.84.172.115,51378,216.224.194.172,80,78,70,422,704
190.84.172.115,51379,216.224.194.172,80,78,70,422,1614
190.84.172.115,51380,216.224.194.172,80,78,70,450,1928
190.84.172.115,51381,65.28.0.253,80,78,70,415,1887
190.84.172.115,51382,65.28.0.253,80,78,70,444,726
190.84.172.115,51383,216.224.194.172,80,78,70,542,824
190.84.172.115,51384,216.224.194.172,80,78,70,542,964
190.84.172.115,51385,65.28.0.253,80,78,70,449,871
190.84.172.115,51386,216.224.194.172,80,78,70,539,821
190.84.172.115,51387,65.28.0.253,80,78,70,449,941
190.84.172.115,51388,216.224.194.172,80,78,70,545,827
190.84.172.115,51389,65.28.0.253,80,78,70,449,941
190.84.172.115,51390,216.224.194.172,80,78,70,545,827
190.84.172.115,51391,216.224.194.172,80,78,70,547,899
190.84.172.115,51392,65.28.0.253,80,78,70,449,941
190.84.172.115,51393,65.28.0.253,80,78,70,449,1011
190.84.172.115,51394,65.28.0.253,80,78,70,449,941
190.84.172.115,51395,216.224.194.172,80,78,70,545,827
190.84.172.115,51396,65.28.0.253,80,78,70,449,941
190.84.172.115,51397,65.28.0.253,80,78,70,449,941
190.84.172.115,51398,65.28.0.253,80,78,70,449,941
190.84.172.115,51399,216.224.194.172,80,78,70,545,827
190.84.172.115,51400,216.224.194.172,80,78,70,536,818
190.84.172.115,51401,216.224.194.172,80,78,70,535,817
190.84.172.115,51402,216.224.194.172,80,78,70,542,824
190.84.172.115,51403,216.224.194.172,80,78,70,545,827
190.84.172.115,51404,216.224.194.172,80,78,70,545,827
190.84.172.115,51405,216.224.194.172,80,78,70,545,757
190.84.172.115,51406,216.224.194.172,80,78,70,545,757
190.84.172.115,51407,216.224.194.172,80,78,70,540,892
190.84.172.115,51408,216.224.194.172,80,78,70,545,897
190.84.172.115,51409,216.224.194.172,80,78,70,540,892
190.84.172.115,51410,65.187.166.248,80,78,70,297,3947
190.84.172.115,51411,65.187.166.248,80,78,70,398,2169
190.84.172.115,51412,65.187.166.248,80,78,70,495,777
190.84.172.115,51413,65.187.166.248,80,78,70,498,1353
190.84.172.115,51414,65.187.166.248,80,78,70,501,713
190.84.172.115,51415,65.187.166.248,80,78,70,497,779
190.84.172.115,51416,65.187.166.248,80,78,70,500,782
190.84.172.115,51417,65.187.166.248,80,78,70,502,784
190.84.172.115,51418,65.187.166.248,80,78,70,508,860
190.84.172.115,51419,65.187.166.248,80,78,70,504,856
190.84.172.115,51420,65.187.166.248,80,78,70,509,861
190.84.172.115,51421,65.187.166.248,80,78,70,506,1366
190.84.172.115,51422,65.187.166.248,80,78,70,509,3856
190.84.172.115,51423,65.187.166.248,80,78,70,511,793
190.84.172.115,51424,65.187.166.248,80,78,70,502,3591
190.84.172.115,51425,65.187.166.248,80,78,70,504,3593
190.84.172.115,51426,216.224.194.172,80,78,70,468,1240
190.84.172.115,51427,205.182.111.190,80,78,70,482,1680
190.84.172.115,51428,190.84.6.6,80,78,70,390,672
190.84.172.115,51429,205.182.111.190,80,78,70,517,1416
190.84.172.115,51430,205.182.111.190,80,78,70,539,821
190.84.172.115,51431,205.182.111.190,80,78,70,564,846
190.84.172.115,51432,205.182.111.190,80,78,70,549,831
190.84.172.115,51433,65.252.133.172,80,78,70,449,941
190.84.172.115,51434,215.27.205.101,80,78,70,422,704
190.84.172.115,51436,65.252.133.172,80,78,70,499,781
190.84.172.115,51437,65.252.133.172,80,78,70,469,891
190.84.172.115,51438,65.252.133.172,80,78,70,465,817
190.84.172.115,51439,205.182.111.190,80,78,70,521,873
190.84.172.115,51441,205.182.111.190,80,78,70,545,827
190.84.172.115,51442,205.182.111.190,80,78,70,548,830
190.84.172.115,51443,205.182.111.190,80,78,70,540,1447
190.84.172.115,51444,205.182.111.190,80,78,70,550,832
190.84.172.115,51445,65.252.133.172,80,78,70,461,813
190.84.172.115,51446,65.252.133.172,80,78,70,467,819
190.84.172.115,51447,65.252.133.172,80,78,70,471,753
190.84.172.115,51448,65.252.133.172,80,78,70,481,833
190.84.172.115,51449,205.182.111.174,80,78,70,596,878
190.84.172.115,51450,205.182.111.181,80,78,70,629,911
190.84.172.115,51451,205.182.111.169,80,78,70,607,889
190.84.172.115,51452,65.252.133.172,80,78,70,562,844
190.84.172.115,51453,65.252.133.172,80,78,70,503,785
190.84.172.115,51454,205.182.111.190,80,78,70,551,833
190.84.172.115,51455,65.252.133.172,80,78,70,521,1013
190.84.172.115,51456,205.182.111.190,80,78,70,543,825
190.84.172.115,51457,65.252.133.172,80,78,70,473,755
190.84.172.115,51458,205.182.111.190,80,78,70,546,758
190.84.172.115,51459,65.252.133.172,80,78,70,457,739
190.84.172.115,51460,65.252.133.172,80,78,70,463,815
190.84.172.115,51461,205.182.111.190,80,78,70,547,759
190.84.172.115,51462,205.182.111.190,80,78,70,549,831
190.84.172.115,51463,65.252.133.172,80,78,70,465,817
190.84.172.115,51464,205.182.111.190,80,78,70,394,1261
190.84.172.115,51465,205.182.111.183,80,78,70,590,872
190.84.172.115,51466,65.252.133.172,80,78,70,469,821
190.84.172.115,51467,205.182.111.183,80,78,70,590,872
190.84.172.115,51468,205.182.111.190,80,78,70,567,849
190.84.172.115,51469,205.182.111.190,80,78,70,515,1436
190.84.172.115,51470,205.182.111.190,80,78,70,569,851
190.84.172.115,51471,205.182.111.190,80,78,70,566,848
190.84.172.115,51472,65.252.133.172,80,78,70,465,817
190.84.172.115,51473,65.252.133.172,80,78,70,469,821
190.84.172.115,51474,65.252.133.172,80,78,70,469,821
190.84.172.115,51475,65.252.133.172,80,78,70,463,815
190.84.172.115,51476,205.182.111.190,80,78,70,569,851
190.84.172.115,51477,205.182.111.190,80,78,70,570,852
190.84.172.115,51478,65.252.133.172,80,78,70,469,821
190.84.172.115,51479,65.252.133.172,80,78,70,471,823
190.84.172.115,51480,205.182.111.169,80,78,70,737,1019
190.84.172.115,51481,65.252.133.172,80,78,70,625,907
190.84.172.115,51482,205.182.111.190,80,78,70,554,836
190.84.172.115,51483,206.136.157.125,80,78,70,296,928
